contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,award_base_action_date,award_base_action_date_fiscal_year,awarding_agency_name,awarding_sub_agency_name,recipient_uei,recipient_name,recipient_parent_name,primary_place_of_performance_county_name,primary_place_of_performance_state_code,primary_place_of_performance_state_name,award_type,prime_award_base_transaction_description,naics_code,naics_description,extent_competed,type_of_set_aside,number_of_offers_received,is_drone_related,recipient_parent_name_clean
CONT_AWD_FA868924F2851_9700_FA868920D2020_9700,FA868924F2851,10778870.0,10778870.0,2024-02-22,2024,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,MQ-9 REAPER TAIWAN MQ-9A BLOCK 1 EXPORTABILITY,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC"
CONT_AWD_FA868924FB002_9700_FA868920D2020_9700,FA868924FB002,1569366.66,1569366.66,2024-08-22,2024,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",ORANGE,CA,CALIFORNIA,DELIVERY ORDER,IEU MQ-9A BLOCK 5 INTEGRATION.,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC"
CONT_AWD_FA868924FB008_9700_FA868923D2012_9700,FA868924FB008,1972051.52,1972051.52,2024-07-03,2024,Department of Defense,Department of the Air Force,FRJQGQHDX4J3,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",SALT LAKE,UT,UTAH,DELIVERY ORDER,MQ-9 COMMUNICATION REAPER INTEGRATED UPGRADE SOLUTIONS (CRIUS) DELIVERY ORDER 3,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,"L3HARRIS TECHNOLOGIES, INC"
CONT_AWD_FA868925CB009_9700_-NONE-_-NONE-,FA868925CB009,5256489.0,5256489.0,2025-05-01,2025,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DEFINITIVE CONTRACT,UNITED KINGDOM MQ-9B PROTECTOR (UKP) IN-SERVICE SUSTAINMENT SUPPORT (ISS),334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT AVAILABLE FOR COMPETITION,NO SET ASIDE USED.,1.0,True,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC"
CONT_AWD_FA868925FB002_9700_FA868920D2020_9700,FA868925FB002,3502152.85,3502152.85,2024-12-20,2025,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,MQ-9 REAPER BLOCK 30 J-VOICE COMPATIBILITY,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC"
CONT_AWD_FA868925FB007_9700_FA868920D2020_9700,FA868925FB007,1265329.0,1265329.0,2025-08-05,2025,Department of Defense,Department of the Air Force,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,SITE SURVEY STUDY IN SUPPORT OF THE INDIA MQ-9B PROGRAM,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC"
CONT_AWD_FA869022F1001_9700_FA869021D1009_9700,FA869022F1001,600734.0,600734.0,2021-11-18,2022,Department of Defense,Department of the Air Force,LALWKM623MU7,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,GLOBAL HAWK MULTI SPECTRAL-177A 10-BAND INSTALLATION PROPOSAL PREPARATION,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,NORTHROP GRUMMAN CORPORATION
CONT_AWD_FA869023FB002_9700_FA869021D1009_9700,FA869023FB002,18171061.64,18363559.64,2023-09-27,2023,Department of Defense,Department of the Air Force,LALWKM623MU7,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,GLOBAL HAWK INTERIM COMMUNICATION SECURITY (COMSEC) SOLUTION 1B,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,NORTHROP GRUMMAN CORPORATION
CONT_AWD_FA869024FB002_9700_FA869021D1009_9700,FA869024FB002,6205512.0,6205512.0,2024-09-26,2024,Department of Defense,Department of the Air Force,LALWKM623MU7,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,"COMBINES VARIOUS MAINTENANCE LAPTOPS INTO A NEW, SINGLE LAPTOP THAT CAN BE USED TO PERFORM APPLICABLE MAINTENANCE FUNCTIONS FOR THE USAF BLOCK 40 RQ-4B GLOBAL HAWKS USING APPROPRIATE SOFTWARE AND WINDOWS SECURE HOST BASELINE 11 OPERATING SYSTEM.",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,NORTHROP GRUMMAN CORPORATION
CONT_AWD_FA930223P0094_9700_-NONE-_-NONE-,FA930223P0094,532950.0,532950.0,2023-09-11,2023,Department of Defense,Department of the Air Force,CNASGNNZ9MP8,"QUASONIX, INC.","QUASONIX, INC.",KERN,CA,CALIFORNIA,PURCHASE ORDER,"QUASONIX TELEMETRY TRANSMITTERS, ANALYZERS, RECEIVERS",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",COMPETED UNDER SAP,SMALL BUSINESS SET ASIDE - TOTAL,6.0,True,"QUASONIX, INC"
CONT_AWD_FA930225P0020_9700_-NONE-_-NONE-,FA930225P0020,534420.0,534420.0,2025-02-07,2025,Department of Defense,Department of the Air Force,CNASGNNZ9MP8,"QUASONIX, INC.","QUASONIX, INC.",KERN,CA,CALIFORNIA,PURCHASE ORDER,QUASONIX TRANSMITTERS AND RECEIVERS.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED UNDER SAP,NO SET ASIDE USED.,1.0,True,"QUASONIX, INC"
CONT_AWD_FA930225P0056_9700_-NONE-_-NONE-,FA930225P0056,682850.0,682850.0,2025-06-26,2025,Department of Defense,Department of the Air Force,CNASGNNZ9MP8,"QUASONIX, INC.","QUASONIX, INC.",KERN,CA,CALIFORNIA,PURCHASE ORDER,QUASONIX TELEMETRY PRODUCTS - TRANSMITTERS AND RECEIVERS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SMALL BUSINESS SET ASIDE - TOTAL,1.0,True,"QUASONIX, INC"
CONT_AWD_H9240222F0013_9700_H9240222D0001_9700,H9240222F0013,6503149.0,6503149.0,2022-02-24,2022,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.","ANDURIL INDUSTRIES, INC.",FAYETTE,KY,KENTUCKY,DELIVERY ORDER,DISMOUNTED COUNTER UNMANNED SYSTEMS HARDWARE,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,"ANDURIL INDUSTRIES, INC"
CONT_AWD_H9240223F0013_9700_H9240222D0001_9700,H9240223F0013,14384414.25,14384414.25,2022-12-15,2023,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,FAYETTE,KY,KENTUCKY,DELIVERY ORDER,DISMOUNTED COUNTER UNMANNED SYSTEMS HARDWARE,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240223F0052_9700_H9240222D0001_9700,H9240223F0052,350000.0,350000.0,2023-08-02,2023,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,QUASAR INTEGRATION,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240224F0028_9700_H9240222D0001_9700,H9240224F0028,10742187.0,10770990.0,2024-02-29,2024,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,ROADRUNNER SUBASSEMBLY COMPONENTS AND DRONEGUN,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240224F0030_9700_H9240222D0001_9700,H9240224F0030,1940113.46,1940113.46,2024-03-26,2024,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,QUASAR ENHANCEMENTS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240224F0043_9700_H9240222D0001_9700,H9240224F0043,4159614.8,4159614.8,2024-07-22,2024,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,QUASAR CAPABILITY PACKAGES,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240224F0047_9700_H9240222D0001_9700,H9240224F0047,1776174.0,1776174.0,2024-08-20,2024,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,QUASAR SYSTEM SUPPORT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240224F0051_9700_H9240222D0001_9700,H9240224F0051,480147.55,515076.84,2024-08-20,2024,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,DRONE ASSEMBLY TECHNICIAN SUPPORT,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240224F0057_9700_H9240222D0001_9700,H9240224F0057,249978466.39,249978466.39,2024-08-31,2024,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,"ROADRUNNER, ANVIL AND QUASAR PACKAGES",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240225FE006_9700_H9240222D0001_9700,H9240225FE006,1158742.6,1158742.6,2025-05-27,2025,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,FOR ROLL-ON/ROLL-OFF (RORO) COUNTER UNMANNED SYSTEMS (CUXS) HARDWARE,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240225FE010_9700_H9240222D0001_9700,H9240225FE010,256022.78,256022.78,2025-06-24,2025,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,"FOR COUNTER UNMANNED SYSTEMS (CUXS) ANNUAL SOFTWARE LICENSING AND SUSTAINMENT FOR ADVANCED POSITION, NAVIGATION AND TIMING (PNT)",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240225FE017_9700_H9240222D0001_9700,H9240225FE017,41406340.4,64812677.06,2025-07-30,2025,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,THIS EFFORT IS FOR ANNUAL OPERATIONS AND SUSTAINMENT FOR COUNTER UNMANNED SYSTEMS (CUXS) HARDWARE.,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240225FE019_9700_H9240222D0001_9700,H9240225FE019,528802.4,528802.4,2025-08-04,2025,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,ORANGE,CA,CALIFORNIA,DELIVERY ORDER,SIP 113 - DRONE ASSEMBLY TECHNICIAN,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240225FE022_9700_H9240222D0001_9700,H9240225FE022,14158924.0,14158924.0,2025-08-06,2025,Department of Defense,U.S. Special Operations Command,KC3CH2MSK7Q3,"ANDURIL INDUSTRIES, INC.",ANDURIL INDUSTRIES  INC.,FAYETTE,KY,KENTUCKY,DELIVERY ORDER,SIP TO 103 - DISMOUNTED COUNTER UNMANNED SYSTEMS (CUXS) HARDWARE,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",FULL AND OPEN COMPETITION,,,True,ANDURIL INDUSTRIES  INC
CONT_AWD_H9240325F0025_9700_H9240324D0003_9700,H9240325F0025,1409454.96,1409454.96,2025-02-20,2025,Department of Defense,U.S. Special Operations Command,DY1GTQUNQNA7,MISTRAL INC,THE MISTRAL INC,MONTGOMERY,MD,MARYLAND,DELIVERY ORDER,HERO 120 DRONES AND SPARES,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,THE MISTRAL INC
CONT_AWD_N0001922F0966_9700_N0001919D0033_9700,N0001922F0966,1263974.08,1263974.08,2021-11-24,2022,Department of Defense,Department of the Navy,QXMUHJ7XTF89,"INSITU, INC.",THE BOEING COMPANY,KLICKITAT,WA,WASHINGTON,DELIVERY ORDER,PROCURE SITE ACTIVATION AND FSR SUPPORT FOR THE RQ-21A BLACKJACK UNMANNED AIR SYSTEM (UAS)IN SUPPORT OF THAILAND BPC CASE: ED-P-LAL,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,THE BOEING COMPANY
CONT_AWD_N0001922F1168_9700_N0001919D0033_9700,N0001922F1168,1277036.93,1277036.93,2021-12-17,2022,Department of Defense,Department of the Navy,QXMUHJ7XTF89,"INSITU, INC.",THE BOEING COMPANY,KLICKITAT,WA,WASHINGTON,DELIVERY ORDER,"SCANEAGLE UAS SPARES, PSC 1550 APPLIES AS WELL. MFG WILL TAKE PLACE IN US. THIS ACTION ALSO REQUIRES FSR SUPPORT @ 52 WEEKS.",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,THE BOEING COMPANY
CONT_AWD_N0001922F2367_9700_N0001919D0033_9700,N0001922F2367,424923.86,424923.86,2022-04-19,2022,Department of Defense,Department of the Navy,QXMUHJ7XTF89,"INSITU, INC.",THE BOEING COMPANY,KLICKITAT,WA,WASHINGTON,DELIVERY ORDER,THE PURPOSE OF THIS TASK ORDER IS TO PROCURE FIELD SERVICE REPRESENTATIVE(S) (FSR) SUPPORT (2 FSRS AT 14 WEEKS EACH) FOR THE SCANEAGLE UNMANNED AIRCRAFT SYSTEM (UAS) PROGRAM IN SUPPORT OF PHILIPPINES BPC CASE DW-P-GEE.,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,THE BOEING COMPANY
CONT_AWD_N0001922F2385_9700_N0001919G0008_9700,N0001922F2385,3172628.0,3172628.0,2022-06-07,2022,Department of Defense,Department of the Navy,G4KDGE4JFFK7,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,TARRANT,TX,TEXAS,DELIVERY ORDER,AF 276/277 GRPA ENGINEERING INTEGRATION SUPPORT & DELIVERY,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0,True,LOCKHEED MARTIN CORPORATION
CONT_AWD_N0001922F2408_9700_N0001919D0033_9700,N0001922F2408,3349668.0,3349668.0,2022-04-19,2022,Department of Defense,Department of the Navy,QXMUHJ7XTF89,"INSITU, INC.",THE BOEING COMPANY,KLICKITAT,WA,WASHINGTON,DELIVERY ORDER,RQ-21A UAVS FOR NSW FY22,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,THE BOEING COMPANY
CONT_AWD_N0001923C0033_9700_-NONE-_-NONE-,N0001923C0033,55432360.69,56536050.79,2023-04-11,2023,Department of Defense,Department of the Navy,XS3JCD2LPEV5,THE SURVICE ENGINEERING COMPANY LLC,THE SURVICE ENGINEERING COMPANY LLC,HARFORD,MD,MARYLAND,DEFINITIVE CONTRACT,"TRUAS TRV-150C SYSTEMS & ASSOCIATED SYSTEMS ENGINEERING/PROGRAM MANAGEMENT, SPARES, REPAIR OF REPAIRABLES, ETC.  NOTE: SOLE SOURCE AWARD PURSUANT TO 10 USC 4022(F), BUT CAR CODING DOES NOT INCLUDE THIS AS AN OPTION, AND HENCE FAR 6.302-1 SELECTED.",336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0,True,THE SURVICE ENGINEERING COMPANY LLC
CONT_AWD_N0001923F0135_9700_N0001922G0006_9700,N0001923F0135,34439230.0,34439230.0,2023-09-28,2023,Department of Defense,Department of the Navy,ZH4NVFG3Z526,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.","GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,CA,CALIFORNIA,DELIVERY ORDER,THIS CONTRACT PROCURES -25 AND GROUND CONTROL STATION (GCS) SPARES FOR THE MQ-9.,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0,True,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC"
CONT_AWD_N0001924C0029_9700_-NONE-_-NONE-,N0001924C0029,27879853.01,27879853.01,2024-02-13,2024,Department of Defense,Department of the Navy,EWENWBX5J8G5,MSI DEFENSE SOLUTIONS LLC,MSI DEFENSE SOLUTIONS LLC,IREDELL,NC,NORTH CAROLINA,DEFINITIVE CONTRACT,"PROCUREMENT OF FIVE (5) EAGLS C-UAS MODULAR SYSTEMS AND ASSOCIATED ENGINEERING AND MAINTENANCE SUPPORT, SUPPORT EQUIPMENT, SPARES, INITIAL TRAINING MATERIALS, AND TECHNICAL MANUALS.",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,NO SET ASIDE USED.,1.0,True,MSI DEFENSE SOLUTIONS LLC
CONT_AWD_N0001924F1810_9700_N6852020D0008_9700,N0001924F1810,2561664.0,2561664.0,2024-06-26,2024,Department of Defense,Department of the Navy,DT36SFDAMXJ1,DELAWARE RESOURCE GROUP OF OKLAHOMA LLC,"DELAWARE RESOURCE GROUP OF OKLAHOMA, LLC",CRAVEN,NC,NORTH CAROLINA,DELIVERY ORDER,MQ-9 FRSI LABOR,336411,AIRCRAFT MANUFACTURING,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SMALL BUSINESS SET ASIDE - TOTAL,5.0,True,"DELAWARE RESOURCE GROUP OF OKLAHOMA, LLC"
CONT_AWD_N0002422F6200_9700_N0002421D6200_9700,N0002422F6200,1635401.08,1635401.08,2021-11-03,2022,Department of Defense,Department of the Navy,PN69XPUMA243,"AEROVIRONMENT, INC.","AEROVIRONMENT, INC.",VENTURA,CA,CALIFORNIA,DELIVERY ORDER,BLACKWING 10C UAV - YEAR 1,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,"AEROVIRONMENT, INC"
CONT_AWD_N0002422F6213_9700_N0002421D6200_9700,N0002422F6213,2328932.4,2328932.4,2022-09-27,2022,Department of Defense,Department of the Navy,PN69XPUMA243,"AEROVIRONMENT, INC.","AEROVIRONMENT, INC.",VENTURA,CA,CALIFORNIA,DELIVERY ORDER,BLACKWING 10C UAV - YEAR 2,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,"AEROVIRONMENT, INC"
CONT_AWD_N0002423F6227_9700_N0002421D6200_9700,N0002423F6227,1051411.5,1051411.5,2023-04-24,2023,Department of Defense,Department of the Navy,PN69XPUMA243,"AEROVIRONMENT, INC.","AEROVIRONMENT, INC",VENTURA,CA,CALIFORNIA,DELIVERY ORDER,BLACKWING 10C UAV - YEAR 2,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,,,True,"AEROVIRONMENT, INC"
CONT_AWD_N0016422FJ015_9700_N0016417DJT09_9700,N0016422FJ015,2065690.0,2065690.0,2021-12-16,2022,Department of Defense,Department of the Navy,P1LMDHFJSYH7,"CACI AZURE SUMMIT TECHNOLOGY, LLC","CACI AZURE SUMMIT TECHNOLOGY, LLC",FAIRFAX,VA,VIRGINIA,DELIVERY ORDER,"PRODUCTION - PROCUREMENT OF MOTHERBOARDS AND TUNER MODULES AND BOARD STACK INTEGRATION IN SUPPORT OF PERSISTENT MARITIME UNMANNED AIRCRAFT SYSTEMS, PMA-262 REPAIRS AND INTEGRATION IN SUPPORT OF EP AND NUWC PMA-290",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT AVAILABLE FOR COMPETITION,,,True,"CACI AZURE SUMMIT TECHNOLOGY, LLC"
CONT_AWD_N0016425FJ051_9700_N0016425GJR96_9700,N0016425FJ051,3088674.0,3088674.0,2025-04-02,2025,Department of Defense,Department of the Navy,L11HMGGGWD46,"PLATFORM SYSTEMS, INCORPORATED","SABRE SYSTEMS, INC.",SAINT MARYS,MD,MARYLAND,DELIVERY ORDER,VANILLA LE-UAS,336411,AIRCRAFT MANUFACTURING,NOT COMPETED,NO SET ASIDE USED.,1.0,True,"SABRE SYSTEMS, INC"
CONT_AWD_N6660423FM301_9700_N6660423DM300_9700,N6660423FM301,622382.8,622382.8,2023-08-23,2023,Department of Defense,Department of the Navy,RHGSJAGCFK95,"MAYFLOWER COMMUNICATIONS COMPANY, INC.","MAYFLOWER COMMUNICATIONS COMPANY, INC.",NEWPORT,RI,RHODE ISLAND,DELIVERY ORDER,CONTROLLED RECEPTION PATTERN ANT (CRPAS),334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",COMPETED UNDER SAP,,,True,"MAYFLOWER COMMUNICATIONS COMPANY, INC"
CONT_AWD_W31P4Q22F0073_9700_W31P4Q20D0032_9700,W31P4Q22F0073,2488527.89,2488527.89,2022-02-07,2022,Department of Defense,Department of the Army,DC9UXK381JR5,SRC INC,SRC INC,ONONDAGA,NY,NEW YORK,DELIVERY ORDER,"THIS REQUIREMENT IS TO PROVIDE ENGINEERING AND RECORD TEST SUPPORT FOR THE THE C-UAS FIXED SITE LOW, SLOW, SMALL UNMANNED AERIAL VEHICLE INTEGRATED DEFEAT SYSTEM (FS-LIDS) MANAGED BY THE INTEGRATED FIRES/RAPID CAPABILITIES OFFICE (IF/RCO)",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,,True,SRC INC
CONT_AWD_W31P4Q22F0151_9700_W31P4Q20D0032_9700,W31P4Q22F0151,17898387.52,17898387.52,2022-05-20,2022,Department of Defense,Department of the Army,DC9UXK381JR5,SRC INC,SRC INC,ONONDAGA,NY,NEW YORK,DELIVERY ORDER,"HIS REQUIREMENT IS TO PROVIDE A NEW TASK ORDER FOR THE PURCHASE OF C-UAS FS-LIDS HARDWARE SYSTEMS IN SUPPORT OF THE C-UAS FIXED SITE LOW, SLOW, SMALL UNMANNED AERIAL VEHICLE INTEGRATED DEFEAT SYSTEM (FS-LIDS) CONTRACT W31P4Q-20-D-0032.",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",NOT COMPETED,,,True,SRC INC
